index,Order ID,Date,Status,Fulfilment,Sales Channel,ship-service-level,Category,Size,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,B2B,fulfilled-by
686,171-2754000-1881907,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,316,DHARWAD,KARNATAKA,580003,IN,FALSE,Easy Ship
696,408-9898972-5365901,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,1099,HYDERABAD,TELANGANA,500015,IN,FALSE,Easy Ship
699,405-7732656-4733913,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,362,DIU,DADRA AND NAGAR,362570,IN,FALSE,Easy Ship
700,405-7732656-4733913,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,342,DIU,DADRA AND NAGAR,362570,IN,FALSE,Easy Ship
701,405-7732656-4733913,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,363,DIU,DADRA AND NAGAR,362570,IN,FALSE,Easy Ship
714,408-3810333-4165930,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,329,NEW DELHI,DELHI,110092,IN,FALSE,Easy Ship
719,407-8176931-5052349,2022-04-30,Cancelled,Merchant,Amazon.in,Standard,Shirt,S,On the Way,0,INR,280.95,PONNERI,TAMIL NADU,601204,IN,FALSE,Easy Ship
726,402-6454286-3321909,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,399,Deganga,WEST BENGAL,743438,IN,FALSE,Easy Ship
729,408-4193711-8156307,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Wallet,Free,Shipped,1,INR,0,KARIMGANJ,ASSAM,788710,IN,FALSE,Easy Ship
730,404-5546156-4947565,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,471,AHMEDABAD,Gujarat,382340,IN,FALSE,Easy Ship
731,408-0902233-8069950,2022-04-30,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,0,BENGALURU,KARNATAKA,560064,IN,FALSE,Easy Ship
738,402-0069978-7444377,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,399,HYDERABAD,TELANGANA,500067,IN,FALSE,Easy Ship
740,407-6825420-7253915,2022-04-30,Cancelled,Merchant,Amazon.in,Standard,Trousers,XXL,On the Way,0,INR,493.33,NAGPUR,MAHARASHTRA,441110,IN,FALSE,Easy Ship
742,405-3921640-0927553,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,666,LONI KALBHOR,MAHARASHTRA,412201,IN,FALSE,Easy Ship
754,171-0211853-1251554,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,1173,KATIHAR,BIHAR,855102,IN,FALSE,Easy Ship
755,404-3699924-2837921,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,459,BENGALURU,KARNATAKA,560086,IN,FALSE,Easy Ship
761,403-8306900-1833930,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,6XL,Shipped,1,INR,692,AHMEDABAD,Gujarat,382481,IN,FALSE,Easy Ship
763,403-1632972-2861963,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,363,CHENNAI,TAMIL NADU,600078,IN,FALSE,Easy Ship
769,406-3236326-4964331,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XS,Shipped,1,INR,666,PUNE,MAHARASHTRA,411024,IN,FALSE,Easy Ship
771,402-7682157-9147503,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,696,HYDERABAD,TELANGANA,500085,IN,FALSE,Easy Ship
773,408-8569813-9288333,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,1199,SATNA,MADHYA PRADESH,485001,IN,FALSE,Easy Ship
777,402-1704468-7240327,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,568,MADURAI,TAMIL NADU,625007,IN,FALSE,Easy Ship
783,403-9752008-2541919,2022-04-30,Cancelled,Merchant,Amazon.in,Standard,Trousers,L,On the Way,0,INR,469.52,KALYAN,MAHARASHTRA,421204,IN,FALSE,Easy Ship
785,408-5238024-3207538,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,680,DEVARAKONDA,TELANGANA,508248,IN,FALSE,Easy Ship
788,407-0828621-5564309,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,399,DEHRADUN,UTTARAKHAND,248001,IN,FALSE,Easy Ship
796,405-3441275-4039543,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XS,Shipped,1,INR,725,BENGALURU,KARNATAKA,560057,IN,FALSE,Easy Ship
797,405-3441275-4039543,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,295,BENGALURU,KARNATAKA,560057,IN,FALSE,Easy Ship
811,402-4804971-8591532,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,499,Shakarpur,DELHI,110092,IN,FALSE,Easy Ship
812,402-4804971-8591532,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,M,Shipped,1,INR,518,Shakarpur,DELHI,110092,IN,FALSE,Easy Ship
821,405-6836135-6312327,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,413,NAGPUR,MAHARASHTRA,441111,IN,FALSE,Easy Ship
823,403-9835374-1565102,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XS,Shipped,1,INR,1186,KOLKATA,WEST BENGAL,700074,IN,FALSE,Easy Ship
825,403-6616419-0658741,2022-04-30,Cancelled,Merchant,Amazon.in,Standard,Shirt,6XL,On the Way,0,INR,659.05,THANE,MAHARASHTRA,400604,IN,FALSE,Easy Ship
833,406-8536478-4581952,2022-04-30,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Trousers,S,Shipped,1,INR,518,"KOTPAD, Koraput",ODISHA,764058,IN,FALSE,Easy Ship
839,408-9408562-5254749,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,1099,KOLKATA,WEST BENGAL,700090,IN,FALSE,Easy Ship
842,171-3255381-0489121,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,534,MUMBAI,MAHARASHTRA,400097,IN,FALSE,Easy Ship
843,408-4584840-2787538,2022-04-30,Cancelled,Merchant,Amazon.in,Standard,T-shirt,M,On the Way,0,INR,981.25,NEW DELHI,DELHI,110008,IN,FALSE,Easy Ship
847,408-2491878-4865146,2022-04-30,Cancelled,Merchant,Amazon.in,Standard,T-shirt,M,On the Way,0,INR,981.25,KOLKATA,WEST BENGAL,700090,IN,FALSE,Easy Ship
859,407-6114533-2816312,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,280,MADIKERI,KARNATAKA,571201,IN,TRUE,Easy Ship
865,404-6763777-8680366,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,475,PUNE,MAHARASHTRA,411006,IN,FALSE,Easy Ship
891,407-3644990-7729144,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XL,Shipped,1,INR,744,CHENNAI,TAMIL NADU,600088,IN,FALSE,Easy Ship
896,406-7221225-8921144,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,626,NAGPUR,MAHARASHTRA,440013,IN,FALSE,Easy Ship
915,171-2789156-5817163,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,449,NAGAUR,RAJASTHAN,342037,IN,FALSE,Easy Ship
917,408-9259634-7565152,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,S,Shipped,1,INR,391,NEYYATTINKARA,KERALA,695122,IN,FALSE,Easy Ship
918,171-2120512-6643534,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,399,CHITTOOR,ANDHRA PRADESH,517001,IN,FALSE,Easy Ship
920,402-6159360-3192305,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,249,COIMBATORE,TAMIL NADU,641049,IN,FALSE,Easy Ship
921,406-4919920-0965963,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,1099,MUMBAI,MAHARASHTRA,400012,IN,FALSE,Easy Ship
925,404-3628070-0647500,2022-04-30,Cancelled,Merchant,Amazon.in,Standard,Shirt,XXL,On the Way,0,INR,399.05,Chennai,TAMIL NADU,603112,IN,FALSE,Easy Ship
926,404-3628070-0647500,2022-04-30,Cancelled,Merchant,Amazon.in,Standard,Shirt,XXL,On the Way,0,INR,463.81,Chennai,TAMIL NADU,603112,IN,FALSE,Easy Ship
936,404-4599488-8213952,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,474,BENGALURU,KARNATAKA,560087,IN,FALSE,Easy Ship
938,171-5599779-6322751,2022-04-30,Cancelled,Merchant,Amazon.in,Standard,Shirt,6XL,On the Way,0,INR,659.05,PUNE,MAHARASHTRA,411040,IN,FALSE,Easy Ship
939,171-2550230-3805124,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,XXL,Shipped,1,INR,413,THANE (W),MAHARASHTRA,400601,IN,FALSE,Easy Ship
940,402-5852450-2129941,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,495,CHENNAI,TAMIL NADU,600125,IN,FALSE,Easy Ship
941,405-3054995-4312360,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,459,MYSURU,KARNATAKA,570023,IN,FALSE,Easy Ship
943,406-1981446-7471514,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,1238,NEW DELHI,DELHI,110052,IN,FALSE,Easy Ship
947,408-8489677-5577933,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,0,NOIDA,UTTAR PRADESH,201304,IN,FALSE,Easy Ship
948,402-5550488-9916304,2022-04-30,Cancelled,Merchant,Amazon.in,Standard,Shirt,L,On the Way,0,INR,280.95,Hyderabad,TELANGANA,500016,IN,FALSE,Easy Ship
954,402-3270101-7657904,2022-04-30,Cancelled,Merchant,Amazon.in,Standard,Shirt,L,On the Way,0,INR,452.38,COIMBATORE,TAMIL NADU,641006,IN,FALSE,Easy Ship
955,402-7078622-5609155,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,1432,KOTTAYAM,KERALA,686020,IN,FALSE,Easy Ship
957,408-7206307-2384358,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XS,Shipped,1,INR,725,DHARMADOM,KERALA,670661,IN,FALSE,Easy Ship
971,402-6638943-7023558,2022-04-30,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,613,NEW DELHI,DELHI,110074,IN,FALSE,Easy Ship
975,402-7081372-1053905,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,499,NAGPUR,MAHARASHTRA,440007,IN,FALSE,Easy Ship
976,402-7081372-1053905,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,499,NAGPUR,MAHARASHTRA,440007,IN,FALSE,Easy Ship
980,403-8342497-0727510,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Perfume,Free,Shipped,1,INR,783,HYDERABAD,TELANGANA,500075,IN,FALSE,Easy Ship
983,407-3205298-5473103,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,653,COIMBATORE,TAMIL NADU,641045,IN,FALSE,Easy Ship
986,408-2548158-8811519,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,0,BELAGAVI,KARNATAKA,590006,IN,FALSE,Easy Ship
988,402-2375582-5673132,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XS,Shipped,1,INR,1186,GURUGRAM,HARYANA,122017,IN,FALSE,Easy Ship
989,402-7355260-1275513,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,362,HYDERABAD,TELANGANA,500081,IN,FALSE,Easy Ship
997,408-0027611-3047556,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,1186,hyderabad,TELANGANA,500012,IN,FALSE,Easy Ship
998,408-0027611-3047556,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,1213,hyderabad,TELANGANA,500012,IN,FALSE,Easy Ship
999,408-0027611-3047556,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,922,hyderabad,TELANGANA,500012,IN,FALSE,Easy Ship
1002,407-6157661-5199512,2022-04-30,Cancelled,Merchant,Amazon.in,Standard,T-shirt,S,On the Way,0,INR,951.43,KOLKATA,WEST BENGAL,700019,IN,FALSE,Easy Ship
1006,402-9657774-4318743,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,685,BILASPUR,CHHATTISGARH,495001,IN,FALSE,Easy Ship
1008,406-3669070-7817938,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,788,PUDUCHERRY,PUDUCHERRY,605110,IN,FALSE,Easy Ship
1014,406-3330230-6797916,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,M,Shipped,1,INR,791,GHAZIABAD,UTTAR PRADESH,201010,IN,FALSE,Easy Ship
1023,404-9035115-5697167,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,696,GUWAHATI,ASSAM,781007,IN,FALSE,Easy Ship
1029,403-1239945-5591548,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,685,BARASAT,WEST BENGAL,700129,IN,FALSE,Easy Ship
1040,171-2558577-3963545,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,517,MEERUT CANTT,UTTAR PRADESH,250001,IN,FALSE,Easy Ship
1041,403-2828148-2903504,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,1092,ALIGARH,UTTAR PRADESH,202001,IN,FALSE,Easy Ship
1046,403-5843515-0197907,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,329,PUNE,MAHARASHTRA,411023,IN,FALSE,Easy Ship
1051,407-3146769-0090716,2022-04-30,Cancelled,Merchant,Amazon.in,Standard,T-shirt,M,On the Way,0,INR,722.86,BHILAI,CHHATTISGARH,490020,IN,FALSE,Easy Ship
1062,406-5601546-3935561,2022-04-30,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Blazzer,XXL,Shipped,1,INR,699,HYDERABAD,TELANGANA,500100,IN,FALSE,Easy Ship
1069,407-6225862-7010732,2022-04-30,Cancelled,Merchant,Amazon.in,Standard,Shirt,M,On the Way,0,INR,437.14,HOSKOTE,KARNATAKA,562114,IN,FALSE,Easy Ship
1076,171-4531834-4554765,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,635,VADODARA,Gujarat,390006,IN,FALSE,Easy Ship
1082,402-7869356-9551565,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,487,MUMBAI,MAHARASHTRA,400016,IN,FALSE,Easy Ship
1093,407-7918584-3321167,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,582,COIMBATORE,TAMIL NADU,641027,IN,FALSE,Easy Ship
1098,406-0956140-0012349,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,517,NAGPUR,MAHARASHTRA,440024,IN,FALSE,Easy Ship
1104,408-3011835-7100318,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,0,PATNA,BIHAR,800013,IN,FALSE,Easy Ship
1105,405-7844536-8046762,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,XL,Shipped,1,INR,493,KOLKATA,WEST BENGAL,700010,IN,FALSE,Easy Ship
1108,406-0691895-0471503,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,399,DEORIA,UTTAR PRADESH,274001,IN,FALSE,Easy Ship
1110,405-1355264-6557110,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XS,Shipped,1,INR,1221,MUMBAI,MAHARASHTRA,400017,IN,FALSE,Easy Ship
1134,408-8369778-8012338,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,280,BENGALURU,KARNATAKA,560059,IN,FALSE,Easy Ship
1138,171-4772311-4657103,2022-04-30,Cancelled,Merchant,Amazon.in,Standard,T-shirt,M,On the Way,0,INR,722.86,SURAT,Gujarat,395007,IN,FALSE,Easy Ship
1141,404-6334429-8355529,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,1115,HYDERABAD,TELANGANA,500084,IN,FALSE,Easy Ship
1154,404-2417347-9633938,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,499,"Durganagar ,Nimta south",WEST BENGAL,700049,IN,FALSE,Easy Ship
1160,407-1450322-3656343,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,458,AGARTALA,TRIPURA,799006,IN,FALSE,Easy Ship
1162,403-5897087-6057916,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,329,ERNAKULAM,KERALA,682017,IN,FALSE,Easy Ship
1164,407-9068980-0519517,2022-04-30,Cancelled,Merchant,Amazon.in,Standard,T-shirt,3XL,On the Way,0,INR,491.43,GURUGRAM,HARYANA,122001,IN,FALSE,Easy Ship
1165,403-6574556-1329104,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,399,SIKAR,RAJASTHAN,332001,IN,FALSE,Easy Ship
1168,403-6907642-9162700,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,759,GURUGRAM,HARYANA,122017,IN,FALSE,Easy Ship
1169,406-9093405-4105951,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,613,GREATER NOIDA,UTTAR PRADESH,201308,IN,FALSE,Easy Ship
1184,408-8453136-4220333,2022-04-30,Cancelled,Merchant,Amazon.in,Standard,Shirt,XL,On the Way,0,INR,300.95,BENGALURU,KARNATAKA,560059,IN,FALSE,Easy Ship
1185,408-8453136-4220333,2022-04-30,Cancelled,Merchant,Amazon.in,Standard,Shirt,XL,On the Way,0,INR,266.67,BENGALURU,KARNATAKA,560059,IN,FALSE,Easy Ship
1190,403-7790316-3965142,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XS,Shipped,1,INR,432,ERNAKULAM,KERALA,686664,IN,FALSE,Easy Ship
1192,171-8197669-4514719,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,3XL,Shipped,1,INR,566,HYDERABAD,TELANGANA,500080,IN,FALSE,Easy Ship
1193,171-8197669-4514719,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XXL,Shipped,1,INR,885,HYDERABAD,TELANGANA,500080,IN,FALSE,Easy Ship
1195,404-2251624-2563520,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,888,PHIRANGIPURAM,ANDHRA PRADESH,522529,IN,FALSE,Easy Ship
1196,402-4809412-0843557,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,599,PUNE,MAHARASHTRA,411037,IN,FALSE,Easy Ship
1197,405-0010015-4883533,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,833,DHANBAD,JHARKHAND,826001,IN,FALSE,Easy Ship
1205,407-0481881-2040338,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,375,BENGALURU,KARNATAKA,560093,IN,FALSE,Easy Ship
1212,407-8491386-7513905,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,549,KOLKATA,WEST BENGAL,700024,IN,FALSE,Easy Ship
1213,402-2340256-8452344,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XS,Shipped,1,INR,771,KADAPA,ANDHRA PRADESH,516001,IN,FALSE,Easy Ship
1217,405-3573479-2335568,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,759,Badlapur,UTTAR PRADESH,222125,IN,FALSE,Easy Ship
1219,407-6622658-9113933,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,1199,JAIPUR,RAJASTHAN,302006,IN,FALSE,Easy Ship
1226,408-5393823-3123507,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,0,KRISHNAGIRI,TAMIL NADU,635103,IN,FALSE,Easy Ship
1240,404-6841683-9125139,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XXL,Shipped,1,INR,885,Pune,MAHARASHTRA,411060,IN,FALSE,Easy Ship
1244,171-5977193-3394716,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,316,HYDERABAD,TELANGANA,500068,IN,FALSE,Easy Ship
1249,405-3848499-2762701,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,751,KAWARDHA,CHHATTISGARH,491995,IN,FALSE,Easy Ship
1251,171-2995842-6829951,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,824,LUCKNOW,UTTAR PRADESH,226022,IN,FALSE,Easy Ship
1254,408-6706673-8229140,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,0,BENGALURU,KARNATAKA,560068,IN,FALSE,Easy Ship
1255,407-2189275-1036325,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,L,Shipped,1,INR,599,AHMEDABAD,Gujarat,380015,IN,FALSE,Easy Ship
1256,407-2189275-1036325,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,L,Shipped,1,INR,523,AHMEDABAD,Gujarat,380015,IN,FALSE,Easy Ship
1257,407-2189275-1036325,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,L,Shipped,1,INR,625,AHMEDABAD,Gujarat,380015,IN,FALSE,Easy Ship
1259,408-1088525-0437127,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,0,BENGALURU,KARNATAKA,560068,IN,FALSE,Easy Ship
1261,405-0583775-1791522,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,487,GUWAHATI,ASSAM,781006,IN,FALSE,Easy Ship
1269,405-4593905-2637118,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,715,THANE,MAHARASHTRA,400610,IN,FALSE,Easy Ship
1270,407-8320605-9204320,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,725,NAGPUR,MAHARASHTRA,440022,IN,FALSE,Easy Ship
1273,171-9701484-5977115,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,792,PUNE,MAHARASHTRA,411048,IN,FALSE,Easy Ship
1279,406-5613958-6840356,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,1213,CHENNAI,TAMIL NADU,600115,IN,FALSE,Easy Ship
1284,171-2071772-8065102,2022-04-30,Cancelled,Merchant,Amazon.in,Standard,Shirt,3XL,On the Way,0,INR,690.48,DARWHA,MAHARASHTRA,445202,IN,FALSE,Easy Ship
1298,402-6318341-1729152,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,545,CHENNAI,TAMIL NADU,600110,IN,FALSE,Easy Ship
1302,402-3150075-8477926,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,560,CHANDIGARH,CHANDIGARH,160022,IN,FALSE,Easy Ship
1305,402-8752065-8055526,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,329,GURUGRAM,HARYANA,122001,IN,FALSE,Easy Ship
1307,171-4171023-0313136,2022-04-30,Cancelled,Merchant,Amazon.in,Standard,T-shirt,XL,On the Way,0,INR,722.86,Nagpur,MAHARASHTRA,440009,IN,FALSE,Easy Ship
1310,405-2241700-0331512,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,318,MUMBAI,MAHARASHTRA,400050,IN,FALSE,Easy Ship
